time,x,y,z
1.60545E+12,2.473,2.289,9.055
1.60545E+12,2.492,2.289,9.017
1.60545E+12,2.511,2.27,8.998
1.60545E+12,2.55,2.328,9.017
1.60545E+12,2.53,2.347,9.017
1.60545E+12,2.55,2.328,8.998
1.60545E+12,2.53,2.328,8.998
1.60545E+12,2.55,2.308,9.017
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.492,2.232,9.055
1.60545E+12,2.55,2.232,9.036
1.60545E+12,2.53,2.251,9.094
1.60545E+12,2.55,2.232,9.075
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.55,2.232,9.075
1.60545E+12,2.511,2.27,9.075
1.60545E+12,2.511,2.232,9.055
1.60545E+12,2.511,2.308,9.036
1.60545E+12,2.492,2.27,9.075
1.60545E+12,2.492,2.27,9.036
1.60545E+12,2.473,2.308,9.055
1.60545E+12,2.492,2.289,9.036
1.60545E+12,2.492,2.328,9.055
1.60545E+12,2.511,2.308,9.036
1.60545E+12,2.511,2.308,9.055
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.492,2.308,9.055
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.53,2.289,9.017
1.60545E+12,2.511,2.27,9.055
1.60545E+12,2.473,2.27,9.113
1.60545E+12,2.492,2.27,9.055
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.55,2.251,9.075
1.60545E+12,2.511,2.232,9.094
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.492,2.27,9.017
1.60545E+12,2.492,2.251,9.036
1.60545E+12,2.511,2.251,8.998
1.60545E+12,2.511,2.213,9.055
1.60545E+12,2.473,2.213,9.055
1.60545E+12,2.511,2.232,9.075
1.60545E+12,2.492,2.232,9.075
1.60545E+12,2.511,2.232,9.075
1.60545E+12,2.511,2.289,9.094
1.60545E+12,2.492,2.251,9.075
1.60545E+12,2.454,2.27,9.075
1.60545E+12,2.454,2.27,9.055
1.60545E+12,2.511,2.27,9.017
1.60545E+12,2.492,2.27,9.055
1.60545E+12,2.473,2.27,8.979
1.60545E+12,2.511,2.232,8.96
1.60545E+12,2.53,2.27,8.979
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.569,2.27,8.998
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.55,2.232,9.113
1.60545E+12,2.569,2.213,9.094
1.60545E+12,2.55,2.194,9.132
1.60545E+12,2.569,2.213,9.094
1.60545E+12,2.55,2.194,9.094
1.60545E+12,2.53,2.174,9.075
1.60545E+12,2.53,2.232,9.036
1.60545E+12,2.511,2.213,9.055
1.60545E+12,2.55,2.213,9.036
1.60545E+12,2.53,2.213,9.055
1.60545E+12,2.511,2.232,9.055
1.60545E+12,2.473,2.251,9.055
1.60545E+12,2.511,2.232,9.036
1.60545E+12,2.511,2.251,8.998
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.53,2.251,9.094
1.60545E+12,2.55,2.251,9.055
1.60545E+12,2.53,2.27,9.075
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.511,2.289,9.036
1.60545E+12,2.55,2.289,9.017
1.60545E+12,2.55,2.232,9.017
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.53,2.232,9.017
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.511,2.213,9.055
1.60545E+12,2.511,2.213,9.055
1.60545E+12,2.511,2.213,9.055
1.60545E+12,2.511,2.213,9.075
1.60545E+12,2.511,2.27,9.094
1.60545E+12,2.511,2.251,9.113
1.60545E+12,2.53,2.232,9.094
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.492,2.251,9.036
1.60545E+12,2.473,2.251,9.036
1.60545E+12,2.511,2.27,8.998
1.60545E+12,2.511,2.232,8.96
1.60545E+12,2.511,2.213,8.941
1.60545E+12,2.55,2.251,9.017
1.60545E+12,2.53,2.289,9.017
1.60545E+12,2.492,2.27,9.036
1.60545E+12,2.511,2.232,9.075
1.60545E+12,2.511,2.194,9.132
1.60545E+12,2.55,2.194,9.094
1.60545E+12,2.511,2.213,9.113
1.60545E+12,2.55,2.232,9.113
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.53,2.194,9.094
1.60545E+12,2.53,2.213,9.055
1.60545E+12,2.55,2.232,9.055
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.53,2.289,8.998
1.60545E+12,2.55,2.232,8.998
1.60545E+12,2.53,2.251,9.017
1.60545E+12,2.53,2.232,9.075
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.569,2.232,9.055
1.60545E+12,2.492,2.232,9.094
1.60545E+12,2.511,2.232,9.113
1.60545E+12,2.511,2.232,9.113
1.60545E+12,2.492,2.232,9.094
1.60545E+12,2.511,2.232,9.094
1.60545E+12,2.492,2.27,9.075
1.60545E+12,2.511,2.232,9.036
1.60545E+12,2.55,2.213,8.998
1.60545E+12,2.511,2.251,8.998
1.60545E+12,2.511,2.194,9.036
1.60545E+12,2.569,2.194,9.036
1.60545E+12,2.569,2.232,9.075
1.60545E+12,2.569,2.251,9.113
1.60545E+12,2.588,2.232,9.151
1.60545E+12,2.55,2.251,9.094
1.60545E+12,2.55,2.232,9.094
1.60545E+12,2.53,2.194,9.113
1.60545E+12,2.492,2.232,9.075
1.60545E+12,2.511,2.213,9.017
1.60545E+12,2.53,2.232,9.075
1.60545E+12,2.492,2.27,9.036
1.60545E+12,2.511,2.232,9.036
1.60545E+12,2.53,2.194,9.055
1.60545E+12,2.511,2.213,9.017
1.60545E+12,2.53,2.232,9.075
1.60545E+12,2.55,2.213,9.075
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.55,2.251,9.094
1.60545E+12,2.569,2.232,9.036
1.60545E+12,2.53,2.213,9.094
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.511,2.213,9.017
1.60545E+12,2.53,2.232,8.998
1.60545E+12,2.53,2.232,9.017
1.60545E+12,2.53,2.251,8.998
1.60545E+12,2.55,2.27,9.055
1.60545E+12,2.569,2.251,9.017
1.60545E+12,2.55,2.213,9.055
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.511,2.251,9.094
1.60545E+12,2.55,2.232,9.075
1.60545E+12,2.492,2.232,9.113
1.60545E+12,2.511,2.27,9.055
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.492,2.251,9.055
1.60545E+12,2.511,2.308,9.036
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.492,2.289,9.094
1.60545E+12,2.53,2.308,9.075
1.60545E+12,2.492,2.289,9.094
1.60545E+12,2.492,2.251,9.017
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.511,2.232,9.017
1.60545E+12,2.53,2.251,9.017
1.60545E+12,2.569,2.232,9.036
1.60545E+12,2.569,2.251,9.055
1.60545E+12,2.588,2.27,9.094
1.60545E+12,2.55,2.251,9.055
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.569,2.194,9.055
1.60545E+12,2.588,2.251,8.979
1.60545E+12,2.55,2.232,9.075
1.60545E+12,2.492,2.232,9.036
1.60545E+12,2.55,2.232,9.055
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.511,2.251,9.075
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.492,2.251,9.094
1.60545E+12,2.511,2.251,9.036
1.60545E+12,2.511,2.27,9.055
1.60545E+12,2.473,2.27,9.017
1.60545E+12,2.492,2.27,9.036
1.60545E+12,2.492,2.27,9.036
1.60545E+12,2.473,2.27,8.998
1.60545E+12,2.492,2.27,9.017
1.60545E+12,2.55,2.27,9.017
1.60545E+12,2.569,2.289,9.017
1.60545E+12,2.55,2.27,8.998
1.60545E+12,2.55,2.27,9.036
1.60545E+12,2.55,2.251,9.075
1.60545E+12,2.569,2.27,9.075
1.60545E+12,2.569,2.232,9.055
1.60545E+12,2.569,2.232,9.055
1.60545E+12,2.55,2.232,9.094
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.492,2.251,9.036
1.60545E+12,2.492,2.232,9.017
1.60545E+12,2.492,2.27,8.998
1.60545E+12,2.492,2.251,9.055
1.60545E+12,2.492,2.251,9.017
1.60545E+12,2.511,2.27,9.075
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.511,2.289,9.036
1.60545E+12,2.511,2.27,9.094
1.60545E+12,2.511,2.328,9.075
1.60545E+12,2.511,2.289,9.036
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.492,2.308,9.036
1.60545E+12,2.492,2.328,9.017
1.60545E+12,2.492,2.27,8.998
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.53,2.251,9.017
1.60545E+12,2.511,2.289,9.036
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.53,2.213,9.055
1.60545E+12,2.511,2.251,9.094
1.60545E+12,2.55,2.251,9.055
1.60545E+12,2.53,2.232,9.036
1.60545E+12,2.55,2.27,9.075
1.60545E+12,2.55,2.251,9.075
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.511,2.251,9.075
1.60545E+12,2.55,2.251,9.017
1.60545E+12,2.511,2.27,9.094
1.60545E+12,2.511,2.27,9.075
1.60545E+12,2.511,2.328,9.075
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.492,2.289,9.036
1.60545E+12,2.492,2.251,8.979
1.60545E+12,2.492,2.251,9.017
1.60545E+12,2.492,2.232,8.979
1.60545E+12,2.511,2.27,9.055
1.60545E+12,2.53,2.27,9.075
1.60545E+12,2.53,2.251,9.094
1.60545E+12,2.511,2.27,9.075
1.60545E+12,2.511,2.232,9.075
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.511,2.251,9.075
1.60545E+12,2.53,2.27,9.075
1.60545E+12,2.53,2.289,9.017
1.60545E+12,2.492,2.251,9.017
1.60545E+12,2.492,2.27,8.998
1.60545E+12,2.492,2.27,9.017
1.60545E+12,2.511,2.27,9.055
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.511,2.289,9.055
1.60545E+12,2.492,2.289,9.055
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.53,2.289,9.055
1.60545E+12,2.53,2.289,9.036
1.60545E+12,2.53,2.251,9.094
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.511,2.289,9.017
1.60545E+12,2.55,2.251,9.017
1.60545E+12,2.569,2.27,9.036
1.60545E+12,2.55,2.289,9.017
1.60545E+12,2.569,2.251,9.055
1.60545E+12,2.55,2.251,9.075
1.60545E+12,2.569,2.251,9.094
1.60545E+12,2.53,2.251,9.094
1.60545E+12,2.55,2.27,9.055
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.492,2.27,9.055
1.60545E+12,2.492,2.232,8.998
1.60545E+12,2.492,2.251,9.017
1.60545E+12,2.492,2.232,9.055
1.60545E+12,2.473,2.251,9.036
1.60545E+12,2.473,2.27,9.036
1.60545E+12,2.53,2.27,9.017
1.60545E+12,2.511,2.232,9.036
1.60545E+12,2.511,2.308,9.075
1.60545E+12,2.53,2.27,9.075
1.60545E+12,2.511,2.308,9.113
1.60545E+12,2.53,2.27,9.017
1.60545E+12,2.53,2.289,9.017
1.60545E+12,2.511,2.289,9.036
1.60545E+12,2.492,2.27,8.998
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.492,2.289,9.055
1.60545E+12,2.492,2.27,9.017
1.60545E+12,2.53,2.27,9.017
1.60545E+12,2.55,2.27,8.998
1.60545E+12,2.53,2.289,9.075
1.60545E+12,2.55,2.232,9.055
1.60545E+12,2.492,2.251,9.055
1.60545E+12,2.53,2.27,9.075
1.60545E+12,2.511,2.27,9.094
1.60545E+12,2.511,2.251,9.036
1.60545E+12,2.53,2.251,9.094
1.60545E+12,2.492,2.251,9.094
1.60545E+12,2.511,2.308,9.036
1.60545E+12,2.492,2.289,9.036
1.60545E+12,2.492,2.308,9.075
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.511,2.27,9.017
1.60545E+12,2.492,2.289,8.998
1.60545E+12,2.511,2.27,9.017
1.60545E+12,2.511,2.289,9.036
1.60545E+12,2.511,2.289,9.017
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.55,2.308,9.036
1.60545E+12,2.53,2.289,9.017
1.60545E+12,2.55,2.27,9.036
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.511,2.289,9.055
1.60545E+12,2.492,2.289,9.017
1.60545E+12,2.492,2.251,9.036
1.60545E+12,2.473,2.27,9.017
1.60545E+12,2.492,2.27,9.017
1.60545E+12,2.492,2.289,9.017
1.60545E+12,2.492,2.308,8.979
1.60545E+12,2.511,2.289,9.017
1.60545E+12,2.492,2.308,9.036
1.60545E+12,2.511,2.289,9.017
1.60545E+12,2.53,2.289,9.036
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.569,2.27,9.017
1.60545E+12,2.569,2.251,9.036
1.60545E+12,2.569,2.27,9.075
1.60545E+12,2.569,2.27,9.094
1.60545E+12,2.569,2.232,9.113
1.60545E+12,2.569,2.251,9.113
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.511,2.232,9.036
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.53,2.232,8.998
1.60545E+12,2.473,2.27,9.036
1.60545E+12,2.492,2.27,8.979
1.60545E+12,2.492,2.251,8.998
1.60545E+12,2.473,2.308,8.998
1.60545E+12,2.492,2.251,8.998
1.60545E+12,2.492,2.27,8.979
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.492,2.289,9.055
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.492,2.27,9.055
1.60545E+12,2.53,2.308,9.075
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.55,2.27,9.055
1.60545E+12,2.53,2.308,9.055
1.60545E+12,2.53,2.27,9.017
1.60545E+12,2.511,2.251,9.036
1.60545E+12,2.492,2.251,8.998
1.60545E+12,2.53,2.251,8.979
1.60545E+12,2.55,2.27,9.036
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.53,2.27,9.075
1.60545E+12,2.569,2.251,9.075
1.60545E+12,2.55,2.27,9.075
1.60545E+12,2.53,2.27,9.075
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.53,2.251,8.998
1.60545E+12,2.492,2.289,8.998
1.60545E+12,2.53,2.308,9.017
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.55,2.251,9.017
1.60545E+12,2.53,2.232,9.036
1.60545E+12,2.569,2.251,9.036
1.60545E+12,2.55,2.251,9.017
1.60545E+12,2.55,2.27,9.055
1.60545E+12,2.569,2.251,9.075
1.60545E+12,2.55,2.251,9.055
1.60545E+12,2.55,2.232,9.094
1.60545E+12,2.53,2.213,9.113
1.60545E+12,2.55,2.251,9.094
1.60545E+12,2.53,2.194,9.055
1.60545E+12,2.511,2.251,9.094
1.60545E+12,2.492,2.213,9.075
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.55,2.232,9.075
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.511,2.251,9.036
1.60545E+12,2.511,2.27,8.998
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.55,2.251,9.094
1.60545E+12,2.511,2.308,9.094
1.60545E+12,2.569,2.27,9.017
1.60545E+12,2.55,2.308,9.036
1.60545E+12,2.511,2.251,9.036
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.55,2.232,9.055
1.60545E+12,2.569,2.251,9.017
1.60545E+12,2.55,2.213,9.036
1.60545E+12,2.53,2.232,9.113
1.60545E+12,2.569,2.213,9.075
1.60545E+12,2.55,2.194,9.132
1.60545E+12,2.55,2.213,9.094
1.60545E+12,2.53,2.194,9.075
1.60545E+12,2.511,2.232,9.055
1.60545E+12,2.511,2.232,9.055
1.60545E+12,2.53,2.232,9.075
1.60545E+12,2.53,2.232,9.017
1.60545E+12,2.55,2.232,9.017
1.60545E+12,2.511,2.232,8.998
1.60545E+12,2.55,2.232,8.998
1.60545E+12,2.511,2.251,8.979
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.53,2.213,9.036
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.55,2.251,9.094
1.60545E+12,2.55,2.27,9.055
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.511,2.251,9.075
1.60545E+12,2.55,2.251,9.055
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.55,2.232,9.017
1.60545E+12,2.569,2.213,9.017
1.60545E+12,2.588,2.213,9.036
1.60545E+12,2.569,2.232,9.036
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.569,2.213,9.036
1.60545E+12,2.569,2.232,9.055
1.60545E+12,2.492,2.213,9.113
1.60545E+12,2.511,2.213,9.055
1.60545E+12,2.492,2.213,9.094
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.511,2.213,9.036
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.511,2.27,9.113
1.60545E+12,2.53,2.232,9.017
1.60545E+12,2.53,2.213,9.017
1.60545E+12,2.55,2.289,9.055
1.60545E+12,2.569,2.251,9.055
1.60545E+12,2.588,2.27,9.036
1.60545E+12,2.569,2.27,9.036
1.60545E+12,2.588,2.232,9.075
1.60545E+12,2.569,2.251,9.017
1.60545E+12,2.569,2.194,9.055
1.60545E+12,2.569,2.194,9.055
1.60545E+12,2.569,2.194,9.075
1.60545E+12,2.569,2.251,9.036
1.60545E+12,2.55,2.194,9.094
1.60545E+12,2.569,2.213,9.017
1.60545E+12,2.53,2.213,9.094
1.60545E+12,2.55,2.194,9.036
1.60545E+12,2.53,2.213,9.036
1.60545E+12,2.511,2.232,9.055
1.60545E+12,2.511,2.213,9.055
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.55,2.27,9.075
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.55,2.232,9.036
1.60545E+12,2.55,2.232,9.055
1.60545E+12,2.55,2.232,9.036
1.60545E+12,2.55,2.194,9.075
1.60545E+12,2.588,2.232,9.036
1.60545E+12,2.607,2.232,9.075
1.60545E+12,2.588,2.213,9.055
1.60545E+12,2.569,2.194,9.113
1.60545E+12,2.588,2.194,9.113
1.60545E+12,2.569,2.213,9.075
1.60545E+12,2.588,2.213,9.075
1.60545E+12,2.569,2.213,9.055
1.60545E+12,2.53,2.194,9.036
1.60545E+12,2.53,2.194,9.036
1.60545E+12,2.53,2.213,9.055
1.60545E+12,2.511,2.232,9.017
1.60545E+12,2.53,2.232,8.979
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.55,2.232,9.017
1.60545E+12,2.55,2.232,9.075
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.569,2.251,9.017
1.60545E+12,2.569,2.232,9.036
1.60545E+12,2.53,2.27,9.075
1.60545E+12,2.55,2.27,9.094
1.60545E+12,2.55,2.232,9.094
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.55,2.27,8.998
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.53,2.213,9.036
1.60545E+12,2.53,2.232,9.017
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.55,2.27,9.094
1.60545E+12,2.569,2.251,9.055
1.60545E+12,2.55,2.232,9.075
1.60545E+12,2.569,2.232,9.113
1.60545E+12,2.569,2.251,9.094
1.60545E+12,2.53,2.27,9.113
1.60545E+12,2.569,2.27,9.036
1.60545E+12,2.55,2.251,9.055
1.60545E+12,2.53,2.232,9.036
1.60545E+12,2.53,2.251,8.979
1.60545E+12,2.511,2.27,8.998
1.60545E+12,2.511,2.27,8.979
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.511,2.27,8.979
1.60545E+12,2.569,2.251,8.979
1.60545E+12,2.53,2.308,9.036
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.53,2.27,8.998
1.60545E+12,2.53,2.213,9.055
1.60545E+12,2.511,2.232,9.075
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.55,2.289,9.075
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.53,2.232,9.094
1.60545E+12,2.492,2.232,9.036
1.60545E+12,2.53,2.27,9.017
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.55,2.27,9.036
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.53,2.289,9.036
1.60545E+12,2.511,2.289,9.055
1.60545E+12,2.511,2.27,9.055
1.60545E+12,2.511,2.251,9.075
1.60545E+12,2.511,2.251,9.036
1.60545E+12,2.53,2.251,9.017
1.60545E+12,2.55,2.27,9.017
1.60545E+12,2.569,2.251,9.055
1.60545E+12,2.569,2.251,9.055
1.60545E+12,2.569,2.251,9.055
1.60545E+12,2.588,2.232,9.055
1.60545E+12,2.569,2.213,9.075
1.60545E+12,2.55,2.213,9.113
1.60545E+12,2.569,2.194,9.055
1.60545E+12,2.55,2.213,9.036
1.60545E+12,2.569,2.213,9.094
1.60545E+12,2.53,2.213,9.036
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.511,2.251,9.036
1.60545E+12,2.55,2.27,9.055
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.53,2.232,9.075
1.60545E+12,2.492,2.27,9.055
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.511,2.27,9.036
1.60545E+12,2.53,2.289,9.036
1.60545E+12,2.55,2.27,9.036
1.60545E+12,2.53,2.27,8.998
1.60545E+12,2.53,2.27,9.075
1.60545E+12,2.53,2.27,8.998
1.60545E+12,2.53,2.251,9.017
1.60545E+12,2.53,2.232,9.017
1.60545E+12,2.53,2.213,9.017
1.60545E+12,2.55,2.251,9.055
1.60545E+12,2.55,2.232,9.055
1.60545E+12,2.569,2.251,9.036
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.55,2.213,9.075
1.60545E+12,2.55,2.213,9.036
1.60545E+12,2.55,2.251,9.055
1.60545E+12,2.53,2.213,9.075
1.60545E+12,2.53,2.232,9.075
1.60545E+12,2.55,2.213,9.113
1.60545E+12,2.53,2.213,9.075
1.60545E+12,2.55,2.251,9.094
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.53,2.27,9.017
1.60545E+12,2.53,2.27,9.017
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.55,2.289,9.036
1.60545E+12,2.55,2.27,8.998
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.53,2.251,9.094
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.55,2.213,9.075
1.60545E+12,2.55,2.213,9.055
1.60545E+12,2.55,2.232,9.055
1.60545E+12,2.55,2.213,9.113
1.60545E+12,2.55,2.232,9.094
1.60545E+12,2.55,2.251,9.036
1.60545E+12,2.55,2.213,9.017
1.60545E+12,2.55,2.251,9.017
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.55,2.251,9.075
1.60545E+12,2.55,2.251,9.055
1.60545E+12,2.55,2.27,9.094
1.60545E+12,2.55,2.289,9.075
1.60545E+12,2.55,2.27,9.055
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.511,2.27,9.055
1.60545E+12,2.53,2.251,9.017
1.60545E+12,2.55,2.232,9.017
1.60545E+12,2.55,2.232,9.017
1.60545E+12,2.55,2.251,8.998
1.60545E+12,2.55,2.232,9.055
1.60545E+12,2.569,2.194,9.055
1.60545E+12,2.569,2.213,9.055
1.60545E+12,2.569,2.194,9.113
1.60545E+12,2.607,2.213,9.075
1.60545E+12,2.569,2.27,9.094
1.60545E+12,2.55,2.27,9.075
1.60545E+12,2.569,2.232,9.055
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.53,2.27,8.998
1.60545E+12,2.492,2.289,8.979
1.60545E+12,2.492,2.232,9.017
1.60545E+12,2.492,2.251,8.998
1.60545E+12,2.473,2.251,9.036
1.60545E+12,2.473,2.251,8.998
1.60545E+12,2.492,2.251,9.017
1.60545E+12,2.473,2.27,9.075
1.60545E+12,2.473,2.27,9.055
1.60545E+12,2.511,2.251,9.075
1.60545E+12,2.492,2.27,9.036
1.60545E+12,2.53,2.251,9.075
1.60545E+12,2.511,2.251,9.017
1.60545E+12,2.53,2.27,9.017
1.60545E+12,2.588,2.289,9.036
1.60545E+12,2.588,2.27,9.017
1.60545E+12,2.55,2.289,8.979
1.60545E+12,2.53,2.232,9.017
1.60545E+12,2.55,2.232,9.036
1.60545E+12,2.569,2.232,9.036
1.60545E+12,2.569,2.232,9.017
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.569,2.232,9.017
1.60545E+12,2.55,2.251,9.094
1.60545E+12,2.511,2.289,9.055
1.60545E+12,2.511,2.27,9.075
1.60545E+12,2.511,2.251,9.094
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.492,2.27,9.075
1.60545E+12,2.511,2.27,8.998
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.511,2.27,8.979
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.55,2.308,9.017
1.60545E+12,2.511,2.251,8.998
1.60545E+12,2.569,2.27,9.036
1.60545E+12,2.53,2.251,9.036
1.60545E+12,2.55,2.27,9.055
1.60545E+12,2.569,2.232,9.036
1.60545E+12,2.53,2.232,9.094
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.55,2.213,9.055
1.60545E+12,2.55,2.251,9.075
1.60545E+12,2.569,2.213,9.075
1.60545E+12,2.569,2.232,9.036
1.60545E+12,2.55,2.232,9.036
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.53,2.27,8.998
1.60545E+12,2.55,2.251,9.017
1.60545E+12,2.53,2.251,9.017
1.60545E+12,2.53,2.232,9.055
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.511,2.251,9.055
1.60545E+12,2.53,2.27,9.055
1.60545E+12,2.53,2.251,9.055
1.60545E+12,2.53,2.27,9.036
1.60545E+12,2.53,2.251,9.017
1.60545E+12,2.511,2.251,9.036
1.60545E+12,2.511,2.194,9.017
1.60545E+12,2.53,2.213,8.979
1.60545E+12,2.53,2.232,9.036
1.60545E+12,2.588,2.174,8.998
1.60545E+12,2.607,2.174,9.094
1.60545E+12,2.569,2.194,9.075
1.60545E+12,2.55,2.194,9.113
1.60545E+12,2.53,2.232,9.113
1.60545E+12,2.588,2.232,9.113
1.60545E+12,2.588,2.289,9.151
1.60545E+12,2.492,2.27,8.979
1.60545E+12,2.416,2.328,9.036
1.60545E+12,2.396,2.289,8.921
1.60545E+12,2.435,2.251,8.902
1.60545E+12,2.53,2.213,8.883
1.60545E+12,2.473,2.194,8.921
1.60545E+12,2.473,2.289,9.132
1.60545E+12,2.454,2.289,9.304
1.60545E+12,2.454,2.308,9.573
1.60545E+12,2.665,2.328,9.726
1.60545E+12,2.569,2.213,9.917
